Symbol,Date,Expiry,Option type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover * in  ₹ Lakhs,Premium Turnover ** in ₹ Lakhs,Open Int,Change in OI,Underlying Value  
IDEA,06-Jan-2022,24-Feb-2022,CE,21.00,0.60,0.60,0.55,0.55,0.55,0.80,4.00,60.38,1.57,1750000.00,-70000.00,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,3.00,-,-,-,8.70,-,12.35,-,-,-,-,-,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,4.00,-,-,-,7.75,-,11.35,-,-,-,-,-,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,5.00,-,-,-,6.80,-,10.35,-,-,-,-,-,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,6.00,-,-,-,5.90,-,9.35,-,-,-,-,-,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,7.00,-,-,-,5.10,-,8.40,-,-,-,-,-,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,8.00,-,-,-,4.40,-,7.45,-,-,-,-,-,15.30
IDEA,06-Jan-2022,24-Feb-2022,CE,9.00,-,-,-,3.75,-,6.50,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,10.00,-,-,-,5.00,-,6.00,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,11.00,-,-,-,4.40,-,5.35,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,12.00,-,-,-,3.85,-,4.70,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,13.00,-,-,-,3.35,-,4.10,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,14.00,-,-,-,2.90,-,3.60,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,15.00,-,-,-,2.55,-,3.15,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,16.00,-,-,-,2.20,-,2.75,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,17.00,-,-,-,1.90,-,2.40,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,18.00,-,-,-,1.95,1.95,2.10,-,-,-,140000.00,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,19.00,-,-,-,1.45,-,1.85,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,20.00,-,-,-,1.25,-,1.60,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,21.00,-,-,-,1.10,-,1.40,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,4.00,-,-,-,10.05,-,11.35,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,5.00,-,-,-,9.10,-,10.40,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,6.00,-,-,-,8.15,-,9.40,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,7.00,-,-,-,7.30,-,8.50,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,8.00,-,-,-,6.45,-,7.60,-,-,-,-,-,15.30
IDEA,06-Jan-2022,31-Mar-2022,CE,9.00,-,-,-,5.70,-,6.80,-,-,-,-,-,15.30
IDEA,07-Jan-2022,27-Jan-2022,CE,10.00,-,-,-,6.40,6.40,5.20,-,-,-,140000.00,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,11.00,-,-,-,4.05,4.05,4.25,-,-,-,420000.00,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,12.00,3.30,3.35,3.30,3.35,3.35,3.35,2.00,21.45,4.66,3010000.00,-70000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,13.00,2.80,2.80,2.75,2.75,2.75,2.70,3.00,33.15,5.84,2590000.00,140000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,14.00,2.00,2.00,1.60,1.65,1.65,1.65,29.00,319.02,34.83,19110000.00,630000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,15.00,1.40,1.45,1.00,1.05,1.05,1.05,472.00,5332.49,376.50,60480000.00,5390000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,16.00,0.90,0.90,0.65,0.70,0.65,0.70,862.00,10116.50,462.11,70980000.00,3010000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,17.00,0.65,0.65,0.40,0.45,0.40,0.45,798.00,9784.35,288.15,48300000.00,8820000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,18.00,0.40,0.45,0.25,0.30,0.25,0.30,517.00,6640.86,126.67,40320000.00,4690000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,19.00,0.30,0.30,0.20,0.20,0.20,0.20,195.00,2627.17,33.67,24850000.00,1890000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,2.00,-,-,-,7.75,-,13.10,-,-,-,-,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,20.00,0.20,0.20,0.15,0.15,0.20,0.15,228.00,3221.22,29.23,41860000.00,-2730000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,21.00,0.15,0.15,0.10,0.15,0.10,0.15,40.00,591.64,3.64,21910000.00,980000.00,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,3.00,-,-,-,6.75,-,12.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,4.00,-,-,-,5.80,-,11.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,5.00,-,-,-,4.95,-,10.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,6.00,-,-,-,4.15,-,9.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,7.00,-,-,-,8.40,8.40,8.15,-,-,-,70000.00,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,8.00,-,-,-,2.85,-,7.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,27-Jan-2022,CE,9.00,-,-,-,2.35,-,6.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,10.00,-,-,-,3.15,-,5.45,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,11.00,-,-,-,2.70,-,4.70,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,12.00,-,-,-,4.35,4.35,3.95,-,-,-,350000.00,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,13.00,-,-,-,1.95,-,3.35,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,14.00,-,-,-,2.70,2.70,2.80,-,-,-,70000.00,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,15.00,2.80,2.80,2.20,2.20,2.20,2.30,2.00,24.50,3.50,560000.00,70000.00,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,16.00,1.40,1.40,1.40,1.40,1.40,1.90,1.00,12.18,0.98,1120000.00,70000.00,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,17.00,-,-,-,1.20,1.20,1.55,-,-,-,140000.00,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,18.00,0.90,0.90,0.80,0.80,0.80,0.80,7.00,92.44,4.24,1470000.00,-70000.00,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,19.00,-,-,-,0.80,0.80,1.05,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,2.00,-,-,-,9.70,-,13.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,20.00,0.65,0.65,0.60,0.60,0.60,0.60,8.00,115.47,3.46,1820000.00,70000.00,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,21.00,0.50,0.50,0.50,0.50,0.50,0.70,2.00,30.10,0.70,1890000.00,140000.00,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,3.00,-,-,-,8.70,-,12.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,4.00,-,-,-,7.75,-,11.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,5.00,-,-,-,6.80,-,10.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,6.00,-,-,-,5.90,-,9.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,7.00,-,-,-,5.10,-,8.20,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,8.00,-,-,-,4.40,-,7.25,-,-,-,-,-,15.10
IDEA,07-Jan-2022,24-Feb-2022,CE,9.00,-,-,-,3.75,-,6.30,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,10.00,-,-,-,5.00,-,5.85,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,11.00,-,-,-,4.40,-,5.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,12.00,-,-,-,3.85,-,4.50,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,13.00,-,-,-,3.35,-,3.95,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,14.00,-,-,-,2.90,-,3.45,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,15.00,-,-,-,2.55,-,3.00,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,16.00,-,-,-,2.20,-,2.65,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,17.00,-,-,-,1.90,-,2.30,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,18.00,-,-,-,1.95,1.95,2.00,-,-,-,140000.00,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,19.00,-,-,-,1.45,-,1.75,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,20.00,-,-,-,1.25,-,1.50,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,21.00,-,-,-,1.10,-,1.30,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,4.00,-,-,-,10.05,-,11.15,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,5.00,-,-,-,9.10,-,10.20,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,6.00,-,-,-,8.15,-,9.20,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,7.00,-,-,-,7.30,-,8.30,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,8.00,-,-,-,6.45,-,7.40,-,-,-,-,-,15.10
IDEA,07-Jan-2022,31-Mar-2022,CE,9.00,-,-,-,5.70,-,6.60,-,-,-,-,-,15.10
IDEA,10-Jan-2022,27-Jan-2022,CE,10.00,-,-,-,6.40,6.40,4.95,-,-,-,140000.00,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,11.00,-,-,-,4.05,4.05,4.00,-,-,-,420000.00,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,12.00,3.10,3.10,3.10,3.10,3.10,3.10,2.00,21.14,4.34,3080000.00,70000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,13.00,2.25,2.25,2.15,2.15,2.15,2.15,6.00,63.95,9.35,2660000.00,70000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,14.00,1.60,1.60,1.35,1.40,1.35,1.40,13.00,140.70,13.30,19180000.00,70000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,15.00,1.10,1.15,0.85,0.90,0.85,0.90,284.00,3173.63,191.63,64750000.00,4270000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,16.00,0.70,0.75,0.50,0.55,0.55,0.55,499.00,5802.06,213.25,70630000.00,-350000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,17.00,0.45,0.45,0.30,0.35,0.35,0.35,351.00,4272.90,96.00,49000000.00,700000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,18.00,0.30,0.30,0.20,0.25,0.25,0.25,204.00,2607.82,37.41,42350000.00,2030000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,19.00,0.20,0.20,0.15,0.15,0.15,0.15,114.00,1530.83,14.63,26740000.00,1890000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,2.00,-,-,-,7.75,-,12.85,-,-,-,-,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,20.00,0.15,0.15,0.10,0.15,0.10,0.15,65.00,916.16,6.16,42420000.00,560000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,21.00,0.10,0.15,0.05,0.10,0.05,0.10,53.00,782.74,3.64,22330000.00,420000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,3.00,-,-,-,6.75,-,11.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,4.00,-,-,-,5.80,-,10.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,5.00,-,-,-,4.95,-,9.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,6.00,-,-,-,4.15,-,8.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,7.00,8.00,8.00,7.90,7.95,7.90,7.95,2.00,20.93,11.13,210000.00,140000.00,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,8.00,-,-,-,2.85,-,6.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,27-Jan-2022,CE,9.00,-,-,-,2.35,-,5.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,10.00,-,-,-,3.15,-,5.20,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,11.00,-,-,-,2.70,-,4.40,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,12.00,-,-,-,4.35,4.35,3.70,-,-,-,350000.00,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,13.00,-,-,-,1.95,-,3.10,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,14.00,2.10,2.10,1.90,1.90,1.90,1.90,2.00,22.40,2.80,210000.00,140000.00,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,15.00,1.65,1.65,1.55,1.60,1.55,1.60,6.00,69.72,6.72,910000.00,350000.00,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,16.00,1.45,1.45,1.20,1.30,1.20,1.30,8.00,96.88,7.28,1540000.00,420000.00,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,17.00,-,-,-,1.20,1.20,1.40,-,-,-,140000.00,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,18.00,0.90,0.90,0.80,0.80,0.80,1.10,6.00,79.03,3.43,1750000.00,280000.00,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,19.00,-,-,-,0.80,0.80,0.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,2.00,-,-,-,9.70,-,12.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,20.00,0.60,0.60,0.55,0.55,0.55,0.55,11.00,158.48,4.48,2380000.00,560000.00,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,21.00,0.40,0.40,0.40,0.40,0.40,0.60,1.00,14.98,0.28,1890000.00,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,3.00,-,-,-,8.70,-,11.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,4.00,-,-,-,7.75,-,10.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,5.00,-,-,-,6.80,-,9.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,6.00,-,-,-,5.90,-,8.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,7.00,-,-,-,5.10,-,7.95,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,8.00,-,-,-,4.40,-,6.95,-,-,-,-,-,14.85
IDEA,10-Jan-2022,24-Feb-2022,CE,9.00,-,-,-,3.75,-,6.05,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,10.00,-,-,-,5.00,-,5.60,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,11.00,-,-,-,4.40,-,4.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,12.00,-,-,-,3.85,-,4.30,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,13.00,-,-,-,3.35,-,3.75,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,14.00,-,-,-,2.90,-,3.25,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,15.00,-,-,-,2.55,-,2.80,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,16.00,-,-,-,2.20,-,2.45,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,17.00,-,-,-,1.90,-,2.10,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,18.00,-,-,-,1.95,1.95,1.80,-,-,-,140000.00,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,19.00,-,-,-,1.45,-,1.60,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,20.00,-,-,-,1.25,-,1.35,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,21.00,-,-,-,1.10,-,1.20,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,4.00,-,-,-,10.05,-,10.90,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,5.00,-,-,-,9.10,-,9.95,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,6.00,-,-,-,8.15,-,8.95,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,7.00,-,-,-,7.30,-,8.05,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,8.00,-,-,-,6.45,-,7.15,-,-,-,-,-,14.85
IDEA,10-Jan-2022,31-Mar-2022,CE,9.00,-,-,-,5.70,-,6.35,-,-,-,-,-,14.85
IDEA,11-Jan-2022,27-Jan-2022,CE,10.00,3.00,3.30,2.00,2.10,2.05,2.10,16.00,139.02,27.02,910000.00,770000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,11.00,2.05,2.65,1.15,1.35,1.25,1.35,147.00,1283.20,151.31,4340000.00,3920000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,12.00,1.65,2.05,0.70,0.80,0.75,0.80,1708.00,15571.57,1224.37,37660000.00,34580000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,13.00,1.35,1.40,0.40,0.50,0.40,0.50,5107.00,49197.75,2724.05,63140000.00,60480000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,14.00,0.75,0.90,0.25,0.35,0.30,0.35,5640.00,57277.43,2005.43,74760000.00,55580000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,15.00,0.35,0.65,0.20,0.25,0.20,0.25,5595.00,60155.44,1407.94,106960000.00,42210000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,16.00,0.50,0.50,0.10,0.15,0.15,0.15,3120.00,35441.56,497.56,80710000.00,10080000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,17.00,0.20,0.25,0.10,0.10,0.10,0.10,1955.00,23489.55,225.05,54110000.00,5110000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,18.00,0.20,0.20,0.05,0.10,0.10,0.10,1209.00,15327.83,94.43,46270000.00,3920000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,19.00,0.15,0.15,0.05,0.10,0.05,0.10,516.00,6896.89,34.09,28840000.00,2100000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,2.00,-,-,-,7.75,-,9.80,-,-,-,-,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,20.00,0.10,0.10,0.05,0.05,0.05,0.05,345.00,4848.76,18.76,44870000.00,2450000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,21.00,0.10,0.10,0.05,0.05,0.05,0.05,352.00,5187.00,12.60,27930000.00,5600000.00,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,3.00,-,-,-,6.75,-,8.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,4.00,-,-,-,5.80,-,7.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,5.00,-,-,-,4.95,-,6.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,6.00,-,-,-,4.15,-,5.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,7.00,-,-,-,7.95,7.90,4.85,-,-,-,210000.00,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,8.00,-,-,-,2.85,-,3.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,27-Jan-2022,CE,9.00,-,-,-,2.35,-,2.95,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,10.00,-,-,-,3.15,-,2.70,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,11.00,-,-,-,2.70,-,2.15,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,12.00,1.90,1.90,1.30,1.40,1.40,1.40,33.00,310.73,33.53,1750000.00,1400000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,13.00,1.10,2.00,0.90,1.05,1.10,1.05,67.00,667.13,57.44,2730000.00,2730000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,14.00,1.00,1.50,0.65,0.75,0.75,0.75,61.00,637.46,39.66,2450000.00,2240000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,15.00,0.65,1.50,0.45,0.65,0.60,0.65,185.00,2047.88,105.39,7630000.00,6720000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,16.00,0.45,0.85,0.45,0.50,0.50,0.50,78.00,905.41,31.82,3640000.00,2100000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,17.00,0.30,0.65,0.30,0.40,0.40,0.40,48.00,585.79,14.60,1610000.00,1470000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,18.00,0.35,0.55,0.30,0.35,0.35,0.35,31.00,399.31,8.71,2520000.00,770000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,19.00,0.35,0.40,0.25,0.25,0.25,0.25,22.00,297.64,5.04,700000.00,700000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,2.00,-,-,-,9.70,-,9.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,20.00,0.40,0.40,0.15,0.20,0.20,0.20,101.00,1434.83,20.82,5740000.00,3360000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,21.00,0.25,0.30,0.20,0.20,0.20,0.20,34.00,505.47,5.67,2800000.00,910000.00,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,3.00,-,-,-,8.70,-,8.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,4.00,-,-,-,7.75,-,7.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,5.00,-,-,-,6.80,-,6.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,6.00,-,-,-,5.90,-,5.90,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,7.00,-,-,-,5.10,-,4.95,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,8.00,-,-,-,4.40,-,4.10,-,-,-,-,-,11.80
IDEA,11-Jan-2022,24-Feb-2022,CE,9.00,-,-,-,3.75,-,3.35,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,10.00,-,-,-,5.00,-,3.20,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,11.00,-,-,-,4.40,-,2.70,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,12.00,-,-,-,3.85,-,2.30,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,13.00,-,-,-,3.35,-,1.90,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,14.00,-,-,-,2.90,-,1.60,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,15.00,1.10,1.10,1.10,1.10,1.10,1.35,1.00,11.27,0.77,70000.00,70000.00,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,16.00,-,-,-,2.20,-,1.15,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,17.00,-,-,-,1.90,-,0.95,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,18.00,-,-,-,1.95,1.95,0.80,-,-,-,140000.00,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,19.00,-,-,-,1.45,-,0.70,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,20.00,-,-,-,1.25,-,0.60,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,21.00,-,-,-,1.10,-,0.50,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,4.00,-,-,-,10.05,-,7.85,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,5.00,-,-,-,9.10,-,6.90,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,6.00,-,-,-,8.15,-,6.05,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,7.00,-,-,-,7.30,-,5.20,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,8.00,-,-,-,6.45,-,4.45,-,-,-,-,-,11.80
IDEA,11-Jan-2022,31-Mar-2022,CE,9.00,-,-,-,5.70,-,3.80,-,-,-,-,-,11.80
IDEA,12-Jan-2022,27-Jan-2022,CE,10.00,2.65,3.15,1.55,3.15,3.15,3.00,5.00,42.77,7.77,560000.00,-350000.00,12.80
IDEA,12-Jan-2022,27-Jan-2022,CE,11.00,1.40,2.05,1.40,2.00,2.00,2.20,19.00,169.82,23.52,3010000.00,-1330000.00,12.80
IDEA,12-Jan-2022,27-Jan-2022,CE,12.00,0.85,1.45,0.75,1.10,1.10,1.55,212.00,1935.88,155.09,22890000.00,-14770000.00,12.80
IDEA,12-Jan-2022,27-Jan-2022,CE,13.00,0.50,0.90,0.45,0.65,0.65,0.65,373.00,3562.79,168.49,38360000.00,-24780000.00,12.80
IDEA,12-Jan-2022,27-Jan-2022,CE,14.00,0.35,0.60,0.30,0.35,0.35,0.35,301.00,3039.93,90.13,53970000.00,-20790000.00,12.80
IDEA,12-Jan-2022,27-Jan-2022,CE,15.00,0.25,0.40,0.15,0.20,0.20,0.45,333.00,3556.07,59.57,83650000.00,-23310000.00,12.80
